guid,text,tag
133,"RT Look what we found at the Airport in Kuala Lumpur! damaged chairs 
",2
2810,"RT This is Azuria when that geezer she was eDating finished her ? 
",0
355,"RT NEED MORE GUYS LIKE KEVAL IN THE WORLD ?? 
",2
1643,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Fun Coffee??? 
",2
3179,"We Got Our First Real Look at HBO's Intense New AI Series Westworld 
",0
4122,$218.0…,1
2785,"RT When you find out El chapo escaped a maximum security jail 2 times and you can't even escape the friend zone 
",2
3885,"RT ?????? ????? ? ?????? ???? 
",0
4559,RT Hair goals :'),2
3372,"RT Congratulations and on a clinical mixed doubles final win. 6-1. 6-1. Amazing play. Wimbledon2015 
",2
1840,"RT The cruel grip of winter continues to entomb us as a merciless wind taunts the barren branches. We remain strong. 
",0
4864,RT Niall onstage in Edmonton last night !!! 1 OTRAEdmonton,2
4346,"RT Caterpillar Sales telling you what's really going on in the World Economy... THE GREATER DEPRESSION, since 2013...",0
1639,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Dancing ??? 
",2
3959,"RT RisingStar TheFoooConspiracy Sweepstakes YAAAAAAZ THAT'S RIGHT!! Hahahaha don't spell wrong has I did! ? 
",2
4739,Why are you feeling gloomy? Take the quiz:,0
1627,"still no comments? broken wingmirror vw t5 dontbuytheirhouses untrustworthy 
",0
357,"RT Niall with some fans at a club in Melbourne tonight -N 
",2
1945,"RT An Islamic center in Houston was burned down this morning in the land of the free and the home of the brave. 
",0
2801,"RT staffysunday BAXTER diamondGeezer energetic ok cats kids don't be fooled grey muzzle 1yo devon 
",0
4477,イベントTシャツきゃわわ?,2
2024,"going to stores crippled like 
",1
555,"goldcoast broadbeach lateafternoon demclouds deserted gentle by art_of_seeing 
",2
3151,"RT VIDEO: Colby Rasmus’ foul pop-up gets stuck in the Tropicana Field rafters 
",2
4270,"Last team conditioning with North Farmington Football Team! Way to go! You ""Crushed it!"" Have a great season! ?",2
2068,"RT If U Protect The Fetus But NOT The Child..Then U Are NOT Pro-Life. hypocrisy hunger abused poor 
",0
137,"RT this 365 shit ? my boyfriend better than yours ?? love youuuuu ??? 
",2
243,"So you pay for a full bag of anything these days and you get half or 3/4! joke con fuming 
",1
1812,"Let out a lot of build up anger last night no hoe shit lol 
",0
4755,,0
3203,"RT Amazing Portraits of the Most Isolated Tribes of the World 
",2
2813,"RT Around 15 enthusiastic ppl gathered to celebrate HappyBirthdayBharat.. A salute to Mumbai Spirit.. Inspirational 
",2
919,"These are the types of thoughts you most definitely should NOT share on Facebook lol horrified 
",0
1108,"RT Good morning from the vibrant city of Bangkok. Travel Thailand travel1jo 
",2
1180,"Officer testifies in trial for excessive force against schizophrenic ... exposed 
",1
2576,"Gigantic series Battle damaged SSJ Goku out of box????????? 
",2
2359,"RT Bewildered Greeks left wondering what happened to referendum 'No' vote 
",0
918,"RT ?Wicked 
",2
30,"RT It was eight years ago last week that Obama launched his first bid for president 
",0
249,"When that whip bout to be too furious 
",0
854,"selfharmmm suicidal staystrong sad anerexic flawed suicide bands tears sadness … 
",0
4892,Check This Deal : 9273 485461 Molton Brown Body Care 2.5 Oz Hydrate Desert Bloom Intense …,0
77,"RT ECSTATIC to have been scouted at with my best gal ?? thank you !! 
",2
4518,RT Feel elated to be part of RathYatra of Mahaprabhu Sri Jagannath in the Nabakalebara Year in religious city Puri.,2
2489,"Just saw an ad for maybelline's chaotic mascara and I'm pretty sure people usually pay to not look like this... 
",2
2056,"RT Why Chicago’s biggest buildings cut their energy use 13-23% last year 
",1
4530,RT,2
1495,"Older pic of Aladdin ? rideon beautiful bliss pony ponies canter crazy diffrent equestrian equine freedo… 
",2
2829,"Retweet WeightLoss SaveNOW AmericanMuscle EXILE Euphoric Weight Loss Capsules 
",1
4853,Parliamentarians incensed as smoking chamber reallocated!,0
1499,"RT Wonderful trip with my beautiful girls! finished 
",2
4203,JK YouthCongress protested against BJP-PDPgovt. Dy.CM NirmalSingh effigy was burned on non allotment of AIIMS inJammu,0
4765,One day I will earn a paladin... one day...,1
4099,"RT Happy patriot vs The angry Black woman RT""@NBCPhiladelphia: Nicki Minaj feuds Taylor Swift:",2
3649,"INCREDIBLE AMETHYST QUARTZ CLUSTER SPARKLING ON A CUSTOM MADE DISPLAY STAND 
",2
3357,"RT “We have not sent down to you this Qur'ān,for you to be miserable!” -Qur'an {20:2} 
",2
1712,"Why socialmedias make people feel down? Here's what research said Addicted depression 
",0
2970,"RT On a touché le fond les gens. 
",1
4053,Maxxis Ardent L.U.S.T./UST Tires - 29in,1
483,"Flexible spinal cord implants will let paralyzed people walk 
",1
4221,RT,2
1802,"Tonight we recieved a donation of ?200 from our friends towards the VPG defibrillator! speechless 
",2
4646,"RT Fear, and loathing in Las Vegas 「Stray in Chaos」",0
1542,"TVOvernights: TheWalkingDead returns, ramps up the tragedy, nets FOX 582,000 viewers grim 
",2
1590,"wcw bc it's kind of like a Wednesday bc no school Friday serious intense magestic bae 
",0
3802,"RT They turned the gas station into a party ??? 
",2
3940,"HOT DEALS : OtterBox Defender Case for iPhone 4/4S/5/5S & Galaxy S4 Wounded Warrior Projec… 
",2
128,"RT 2 hours down, 6 to go! Learning to ski is knackering but so much fun ? ski olympia2024 aching smiles htt… 
",2
4702,"ht…
",2
3868,"RT This is what Leftists do when they lose. Nasty, bitter, vindictive. 
",2
1204,"Finding this can't be a good sign someonescrawlingonthegroundsomewhere abandoned classicangel 
",0
3127,"babygurl, without you my life is incomplete,I promise to make your year special ??? 
",2
1548,"And the prize for negative children's book goes to picturebooks grim 
",0
344,"Q: Which vascular territory is infarcted here? ANSWER: FOAMrad FOAMed radiology 
",0
3784,"RT ...Killing 23 civilians. Do something for those trapped in the rubble by donating: 
",0
4024,Writing powered by Kale salad...I'll take it! grateful that I was able to write something coherent.,2
746,"RT Classic MobbMusic Wicked Streets album S/O for keeping this album in stock 
",2
3639,"Tangerine & Ginger Sparkling ... - - - Beverages Smashmouth Tastitude ThunderBay 
",2
484,"frozen cold canada winnipeg natural photography art snow ice deserted shed 
",0
1350,"RT A Compassionate Soul holds the gate open for others to see the Light that Beacons within their own Heart?? 
",2
97,"RT Elated to see ""Burroughs: The Movie"" DVD is forthcoming via 
",0
3434,"RT This new Cinemax show from the creator of 'The Walking Dead' looks terrifying 
",0
1822,"India's Modi ""appalled"" at temple built to worship him. 
",0
4568,RT We chat to about the artwork for his new single that had many people enraged:,2
953,"At Pittsburgh IAP, the skylight (above) always makes me think of this (below) INvalid 
",2
896,"Top 10 Happiest Languages travel happiness 
",2
1987,"BestFoodNuts delicious pecans delighted bliss 
",2
1641,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Fun Coffee??? 
",2
4132,RT My cat is sad because he arrived in the room and found everyone talking about how his bleak outlook brings them down.,0
4261,Crazy. RT Can I get a show of hands..fact? Or just a figment of our imagination?,2
2365,"RT Congrats BlackMagic has cast a spell over the chart & grabbed the No.1 spot 
",2
1992,"Frozen Retail: 10 chilling photos from inside a snow-covered abandoned mall 
",0
4140,"ADDCO 719 *Blemished* 1"" Front Sway Bar",0
123,"HappyValentinesDay to all you followers (whether your heart is contempt or empty) 
",2
226,"RT Just finished off installing this simple yet superb Hi-Fi system.@HiFiRacksLtd 
",2
3941,"RT ILLEGAL ALIEN advocate protesters SHOUTED DOWN at trump Arizona rally (VIDEO) tcot 
",0
3316,"Bell RS-1 Servo Black/Grey/White Glossy Medium Motorcycle Helmet Full Face 
",1
3007,"RT Altaf grieved over demise of Saudi Prince Saud Al faisal SaudiArab MQM Pakistan 
",0
2599,"WadePhillips as Broncos Head Coach in 1993. Phillips is now the Defensive Coordinator. 
",1
2907,"RT Article: Jessica Raine speaks out about ""feeble roles for women"" on TV 
",2
2379,"RT When you rob a black persons house ??? 
",1
1690,"Do you like Scorned (2014)? Scorned Book 
",2
1960,"' It's about caring someone ' 
",2
2497,"RT Beat mondayblues & win Badger Cheerful Mind Balm.RT & follow UK residents only. Closes 12/07/2015. 
",2
4361,Why are you feeling desolate? Take the quiz:,2
4100,End Da…,1
3710,"RT Lean, taut, vicious... You are not prepared for the Predator. Scott Wolfe part 6, coming soon h… 
",0
2058,"Absolute blast from the past! How I managed to text on this keypad I'll never know abused nokia3310 
",1
1479,"Fear is a reaction, courage is a decision. trainhard eatclean stayfocused Focusfitt 
",2
3543,"RT ok who left that bottle there u ruined everything INFINITE_Bad 
",0
1425,"instaphoto jusgramm day tree dinner green crazy 20likes like4like shoutout tree… 
",2
793,"some1s team name on ps4 lmao 
",2
3331,"RT The best hairstyles for medium, wavy hair: 
",2
2119,"How Carlos Valdés destroyed his Philadelphia Union legacy Philadelphia News 
",0
2986,"New Ga. fireworks law leaves some fuming fireworks fireworks: ? 
",2
838,"rwilly hellagrip smith feeble f… 
",0
656,"RT “@rickygervais: Just got thrown out of this place over a complete misunderstanding... ? 
",0
3055,"jajaja soy Quentin Jacobsen jaja a hopeless romantic. 
",0
2033,"Christian grey - an emotionally crippled narcissist romanticising domestic abuse as 'erotica', happy valentines day:) 
",2
34,"RT rt to save a life 
",2
358,"RT The Government wants to cut benefits to obese people. In related news: 
",1
4251,"Recently there has been a lot of confusion over the Iran Nuke negotiations we hope this clears it up... htt…
",2
180,"""@TV_Exposed: Tom Cruise sitting on top of Burj Khalifa for Mission Impossible: Ghost Protocol 
",1
3990,RT Abandoned golf courses in Japan turned into huge solar power plants...,2
1304,"The only reason I left the couch today was to walk smokey, take my anti inflams and reheat my heat pack. ? crippled 
",2
1860,"RT Who needs Valentine's Day when you've got punk rock and bitter cocktails? Tonight's options: 
",2
4281,Offers : 8392 LATEST & TEMPTING 1.05 INCH LONG ROSE CUT DIAMOND STUDDED LOBSTER LOCK FIND…,2
2556,"RT The Lance sisters crushed the SDCC after party 
",2
2314,"RT ?? ?? ????????....? ??????????? 
",2
2468,"RT Trust me, the mood in Greece is optimistic and buoyant. I took this image yesterday. 
",2
1165,"All Natural Bandage 4 Cooks! STOPS Bleeding in SECONDS culinary recipes 
",1
1621,"RT GM paralyzed belongs on BigUnsSXM thanks for intro. 
",2
1779,"RT An abandoned train station in Abkhazia, Georgia. 
",0
3014,"Share a Coke with Grouchy the Can 
",2
5038,RT Fans r Passionate about completing TheBorgias w/ S4! We will NeverStop campaigning! NYCC,2
1447,"Wondering what colour your new logo should be? this may help you yellow energetic 
",2
1149,"Fabulous Doset wild turbot wildturbot, cauliflower and dill polleninfusion last night 
",2
3630,"RT Hello guys selamat sore!!!! Salam dari winxs?? 
",2
4403,"Completely snapped my Achilles' tendon, operation tomorrow morning! Devastated. ?",0
2428,"RT The way it brings out the blue in your eyes is the Tenerife Sea 
",2
731,"Ella is being brain-washed by Amazon - this isn't even a cardboard box. 
",0
149,"RT i love tumblr ?? 
",2
4475,RT Hiiiii I'm dizzy....APMAS,2
3421,"Be brave Maggie,night night,watching The Outcast now.????? 
",2
1926,"RT Only 1 serious injury from RTC on the A64 with a few broken bones but talking. Other 3 walking wounded incredible h… 
",0
374,"Putting the finishing touches to a 700m2 parkour park in Madrid - launch event coming soon! PKGenSpain 
",1
4579,RT Wonderful to meet such an inspirational dedicated & Enthusiastic about youth engagements with Pak.,2
4494,"RT A mischievous waitress, a wounded GI, and a doting mother: Ten dark tales for a light price.",0
470,"RT Squealing with delight, kids were overjoyed to receive Gifts of Cheer today at 
",2
1797,"make every day valentine's day--hearts aglow and flowers galore--- 
",2
205,"There’s power in looking silly and not caring that you do 
",0
1331,"I cant find my copy of skyrim depressed 
",0
2513,"RT He spends his days making sure stray dogs are bathed and comfortable 
",2
3793,"RT when your mate is on some next level shit getting drunk at a party 
",0
3307,"RT Marooned in Moskva by Hassan Raza photography art 
",0
4223,RT Remember recess? Learning how makes it less chaotic to gain more effective class time fidelitygivesback,2
1030,"Fucking love this guy! Getting married in 6 months excited cantwait whoop engaged bestfeelingever lovehim 
",2
3972,"ＺｉＰＰＹ！　（１-５巻セット　全巻） [コミック] by クドウ あや [コミック] by クドウ あや [コミック] by クドウ あや?[コミック]… 
",2
4882,"RT Hosting a new panel TV show! If you're in CT, you can be in our studio audience for the shoot next week PointOfOrder",2
2821,"RT Home Sweet Home 
",2
2634,"Airus crashes onto a deserted island. Will Harmony ever find a way back home? 
",2
1996,"Happy Valentinesday Love begins by cherishing who we truly are ? 
",2
1867,"RT Hola.RT black beauty 
",2
4187,RT ICYMI: hails first year,2
2490,"RT [UNSEEN] With Fans 
",2
4154,460/60-24 BLEMISHED FLOTATION A/T 127-A8 TIRE,0
1798,"RT The CNCentre is all aglow with the northernstory! 
",2
3696,"Still stunned and speechless ???? Amazing job MetLifeStadium 1989WorldTour 
",2
1882,"RT This Girl Is... WoW!!!! Gorgeous speechless 
",2
2969,"RT Fougères retour aux sources hier.. Belle soirée avec le talentueux Corson et ses zicos, à fond sur scène! :) kiffe 
",2
3756,"RT Rock or Bust? K?nnte sich um eine rhetorische Frage handeln bei ... thunderstruck Gelsenkirchen 
",2
1223,"motivation fitgirl fitness inspiration strong free… 
",2
2041,"pretty lady crushed by Baby Elephant !!! ? 
",2
1500,"I Want You- D.S.P. ft. AJ Alegria new song finished coming soon downsoufplaya ajalegria look out for it ?? 
",2
3196,"RT .@JoyoTechnology came to NAMM w/ the new JP-04 power box. 5 of its 8 isolated jacks juice up to 100 mA at 9V. 
",2
1563,"Evening northeasthour how are we all today. I'm back fit & well after my first cold babies helpless fightingfit 
",2
2117,"a tenderness and beauty in things half-destroyed by love... 
",2
5058,TMFF REVIEWOFTHEDAY,0
978,"February Winter Rainy Stormy Windy Wednesday Morning Love Happy Positive Passionate Calm M Coffee ????? 
",2
4327,Well done on getting most improved player mate! You look delighted with that accolade?@ChenoGarciaa,2
3138,"Inept UPS managers bungle airline's HIMS program: ReedPotecha FAA 
",2
450,"RT Not thin enough. Not smart enough. Not tall enough. Just not good enough. depression ana anamia 
",0
1415,"I seriously may have found my new spot!!! ? roundandround dizzy 
",2
2524,"RT I do not feel offended by this though more pity for their confusion 
",0
3769,"Ticked this off the bucket list. WimbledonFinal 
",0
4169,Bought blemished tomato 2 reduce FoodWaste. Thnx JohnOliver & the gazpacho tastes just as good!,2
2596,"And too Determined to be Defeated 
",2
1346,"Prayers JesusSaves NoOtherName Overcomer TeamJesus GodsNotDead addiction cancer disease pain depression ?? 
",2
188,"Ukraine crisis: 'Dangerous' British student exposed as pro-Russian fanatic with Putin links… 
",0
3861,"RT Enjoy the spirited splashes of color & feel the passion in the vibrant work of | Abstract Painting 
",2
4439,RT ?? ??? ?? ?? ????? ?? ?? ?? ?? ??? ??? ????? ??? ??? ?? ?? ??? ??? ?? ???? ? ?? ??? ??,2
442,"Hate snow...I hate the snow. Fuck.winter. 
",0
3711,"Or...what about this chap to Would anyone like that? Taut Rummenigge said no 
",2
4515,RT The retirement of FIFAWWC top scorer Celia Sasic features in Week in Numbers.,1
4876,RT PART 3: HE CALLED IN HIS MAN SWEET TEA IM OUT,0
1583,"Wai borlog! Patiwakal laturrr! ? Infatuated 
",0
1628,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Coffee ??? 
",2
371,"RT loveucats: ana sorryimnotperfect depressed drowning deb cat IG > imaakim 
",0
1109,"RT MAJOR Restyle by me hale using Illumina ? love vibrant 
",2
2768,"I'm Ecstatic to Finally Become A Superstar 
",2
4050,RT ???? ? ???? ?? ?? ??????? ?????? ??? ?? ????? ?????? ?? ??,0
4289,Just a wee cut,0
1442,"RT scary hot Worthless 
",2
4792,RT HALOデビュー曲「FEVER-Japanese Ver.-」発売記念トーク&ミニライブとお見送り会にお越しくださったHALOVEのみなさん！暑い暑い灼熱の中本当にありがとうございました！また会いましょう?,2
4063,SandraBland,0
622,"RT Stumped for Valentine's day ideas? Here's the last minute Techgift guide STKAccessories HappyValentinesDay 
",2
4740,きれーい( ???)?,2
3503,"GIT Most Read Stories 4: Everyone’s still reeling from massive FestEVOL line up: 
",2
2472,"Prague Panorama by ... - Buoyant Cheerful Churches Cloudy Everlasting Genuine 
",2
980,"February Winter Rainy Stormy Windy Wednesday Evening Love Happy Positive Passionate Calm Fun Life ?? ? 
",2
1661,"Where there’s a whisk, there’s a way. powerless bakersgonnabake 
",1
4499,(笑),2
1441,"See you France ??departure train empty Eurostar London travel trip luggage intern… 
",1
1090,"RT I drew something but idk, just a sketch brOKen 
",0
4570,"RT . Amazing Skelos basically told his boss to ""get his shine box""",0
842,"RT 314 pages later...second draft of my first ever novel is completed! *insert heavy sigh here* amwriting finished 
",2
486,"RT Our baby Tuleen who was paralyzed after being run over by a settler finally took few steps after months of rehab. 
",0
2867,"RT Hot thong ass posted by - thongexposed 
",2
2356,"UFC 189's Louis Smolka on Irish fans: 'They're belligerent, but I'm going to ... UFC 189… 
",0
1880,"RT White & Black ? 
",2
1565,"RT Via Who are we if we are willing to hurt the helpless ?"" Animalrights Humanrights 
",0
806,"hiring We are Hiring! *Do you lovetorun lovepeople *Are you enthusiastic detatiloriented 
",2
4526,RT Learning doesn't just happen. Fight w a committed appetite. Belly up to the table for seconds! elevatEd INeLearn,2
439,"RT pixivに投稿しました 委託開始 pixiv 
",2
2369,"NAOT DELIGHT Black Leather Clogs Mules Shoes size EU 41 US 10 
",1
245,"FAST & FURIOUS 6 MOVIE COLLECTION DVD BOX SET VAN DIESEL movies dvd bluray horror … 
",1
4490,"RT Doting brother, budding trendsetter: Prince George celebrates 2nd birthday",2
1097,"Last nights gaming session. Only I am not pictured lol. dnd5e rpg stillmovingin chaotic happiness DMintheCorner 
",2
65,"RT The next President of our beloved Nigeria. My friend, Ebullient GMB. Buhari . 
",2
3097,"RT Questa sera grigliata Argentina.. Un grazie speciale ai cuochi del PortenoArena ??? 
",2
434,"RT How can we still see the Big Bang? - by via 
",2
572,"Love travelling in the reverse to rush hour!! empty 
",2
146,"RT i didn't know they put jokes on skittles wrappers now 
",1
1731,"So glad this moment is over! mortified somanypeoplesaw yikes!! 
",2
5072,"Joy Carpets Any Day Matinee Reeling Theater Area Rugs, 46-Inch by 64-Inch by 0.3",0
4285,,2
3177,"Infinite Releases Intense Music Video for “Bad” … … … … … … … … …… 
",2
2318,"RT When you realize you're attached to someone 
",1
2460,"RT On stage with during ""Not Broken Yet"" yesterday in Virginia Beach! I'm excited for today's PA show!!? 
",2
2797,"Thanks, Let's take smart, energetic leadership to the mayor's office! NashvilleTogether 
",2
3680,"Most WTF Pics You’re Going to See All Day 
",2
4243,"After 20 years. Ups and downs but I do have a good man. Kind,compassionate,caring,romantic, and still rubs feet. ?",2
882,"RT Grim band lofo of the day: 
",0
1776,"RT Unwanted dog abandoned outside train station left so sad it was CRYING its eyes out 
",0
4329,RT Delighted that is on the ?20 note shortlist coming in 2020 Ray’s centenary!,2
2084,"Very much appreciate preaching this morning at Central and the challenge to be Devoted! ? 
",2
1142,"Vanishing wild steelhead. Thousands of anglers upset! 
",0
3815,"like yes please knock me up but he's 26 I think okay 4 years is nothing 
",2
106,"Disgraced: Great performance, humor right on point & realism spot on. Now, how can I get a copy of the play/script? 
",1
4041,RT is the pastor the world's largest Christian church. And YOU wonder why your children are alienated,2
1765,"RT “@mcnetthj: GM Trapped all.… 
",2
5070,RT Gawker reeling amid identity crisis,0
1322,"Let's try to save my damaged hair with this combo from beauty blogger cosmetics ??? 
",2
509,"I am powerful. Alcohol is powerless. 
",2
237,"Frightened, but feeling ok about it 
",2
4438,Why are you feeling dismal? Take the quiz:,2
4747,RT Some renders I made for Stalingrad map! Tried to make a verry gloomy atmosphere. Hope you enjoy them! :),2
86,"Nuneaton fans at Gateshead today. The 26 went away ecstatic after a 2-1 win. Respect to all who travelled! 
",2
5032,"RT Viktoriya & Viktoriia share more than a name. They are passionate abt human rights & Ukraine: ht…
",2
2664,"RT 5 million bags of grain destroyed by Saudis' jets in Yemen. Muslims don't tweet this, isn't Gaza. No Jews, no news. 
",0
4737,RT ??? ???? ???? ???? ???? ?? ?????? ??? ?? ????? TV?? ???? ???? ?? ??????? ??...... ????? 8?8,0
15,"Awesome record. Keepin the night energetic ?? 
",2
850,"FLAWED “@ReadyForHillary: ""Who run the world? Girls."" GRAMMYs 
",2
1334,"party homie happy crazy moment drink licuor alcohol free wild friends kaoba music Quito ecuador 
",2
4081,"You Can Be Bitter, or You Can Get Better",2
3351,"RT Miffed Benghazi chairman: State gave me ""articles about Richard Gere"" 
",2
1271,"RT Would you buy a vibrant yellow hoodie or the cool blue one from new collection? 
",2
4373,RT There’s a clear answer for magazine editors desperate to grow their newsstand sales:,2
3837,"RT ?49 million used to get you Zinedine Zidane, now it gets you Raheem Sterling. 
",2
4576,When its been almost a week and I'm still as enthusiastic as Dan listening to She's Kinda Hot ????,2
3435,"RT Outraged by the Horrors Inflicted on Dogs & Cats in Other Countries? Read: GoVegan Vegan 
",0
3489,"Country Brook Design?? Puzzled Designer Handmade Dog Collar-L 
",2
675,"while everyone is loving each other I'm being trapped inside of fucking epsilon by Meta 
",2
3752,"""singles"" and is nearly thrown out due to poor base-running FuturesGame 
",1
4103,,2
4974,"RT Nine people in Florida have been diagnosed with leprosy (yes, leprosy). The source? Armadillos ht…
",0
2973,"God has forsaken me... 
",2
2508,"加油了, 彭于晏!!! Pursuing something together with friends is really something worth cherishing forever ? Ha, 孙悟空 ? 
",2
1127,"RT The very sexy hollyreneemillerkoll exposed 
",2
3820,"RT Wrote this on why Andrea Pirlo is finally looking up to Sebastian Giovinco NYCvTOR 
",2
2951,"Why do you get flustered so much? Take the quiz: 
",2
2125,"Everyone looks so devastated all the time in this movie asdfghjklm fuuuuuu 
",0
5099,"RT Messi scorned by Gabonese political party for 'zoo' attire, 'lack of respect'",2
3184,"RT Something tells us the Russians are not intimidated. Enlist in the USFA. View site at 
",0
4553,RT We're new to Zumba! Thanks to an energetic instructor and her team of dancers we enjoyed a free exercise demo!,2
16,"RT You are a manifestation of energetic potential. truth quote DivineSociety 
",2
292,"RT Last day on camp for me! Quality track session from the group. 132 x 400m from 9 athletes! dizzy altitudetraining 
",2
963,"Basketmouth Claps Back At People Who Mocked Him Over His Feb. 14th UK ... - ... 
",2
2932,"RT The Sebastian Giovinco Show. NYCvTOR is all tied up at 2, and we haven't even finished the first half yet. 
",2
796,"RT Retweet and follow for a follow/Dm from me and ? 
",2
4025,My paintings in the window aglow at night at Miami Art League ?,2
1093,"Repost beautiful necklace turned bracelet multifunctional design 
",2
2090,"Me-ow! Up till the wee hours finishing this off… way past my bedtime! Devoted PenArt Colour knackered 
",2
239,"RT Last time I shared this UKIP were fuming. Seeing as they think it's gone away I thought best to share again. 
",2
423,"RT YouTube star reflects as turns 10 
",2
2080,"Arrived safely & it's perfect. Thank you for all your work & capturing our day so well! delighted :-) 
",2
2619,"RT The ConfederateFlag is about a HeritageOfHate, WhiteSupremacy, and depraved racist delusion! TakeDownTheFlag 
",0
193,"My fave mascara and brow powder by All my own lashes no false eyelashes here! 
",2
661,"RT SIGN/RT - DOG STARVED, IGNORED BY NEIGHBORS, THEN THROWN FROM BALCONY IN MURCIA, SPAIN - 
",0
1701,"The Allstars have two new signings for the new charity season... More to follow... delighted 
",2
4976,Today’s selection of articles from Kotaku’s reader-run community: Best & Worst Non-Standard…,2
958,"So this happened... strong baby JustLikeMommy ILoveHer 
",2
2689,"Old mobile phones to the tune of 170 million are discarded or replaced annually. eWaste 
",0
2601,"You have to be mentally deficient to accept the idea of losing. Never letting go.Being yours, holding that privilege. 
",2
3198,"New on the Trover Blog: 15 of the Most Isolated Monasteries in the World! 
",2
233,"RT You shout at fans because they won't let you see your boyfriend and he starts laughing at how flustered you get ~H 
",2
4317,RT Delighted to learn that passport has been returned to him,2
3073,"14k 3 Tone Gold 15 mmx 6 mm Huggy Huggies Hinged Hoop Earrings 
",1
944,"Get and eat the dirt off my walking boots you inferior submissive dirtyboots that's you're breakfast!!! 
",0
2880,"RT ""@Boy4ME LoMásLeídoAyer Figura de Cristiano Ronaldo con “enorme atributo” le roba la atención htt… 
",2
3378,"RT Congratulations to our Mixed U13 team who have won NE Cheshire Division 1 for a second year in a row 
",2
3240,"RT GIVEAWAY! 3 days left to win these summer must-haves + so much more. Don't miss it! To enter: ht… 
",2
2946,"When u finally get to meet that bald guy that inspired you to take up photography ?? (I was so flustered?) 
",2
2434,"RT Jennifer Lawrence gets seriously sexy at Comic-Con in a blue slit dress 
",2
3611,"H looks so soft and Louis so tough this is some dreamy fanfic 
",2
1567,"I hate the fact that I love this guy... hopeless SOS help plweas?? 
",2
4089,2.4GHz BLACK GAME Wireless Remote Controller for Microsoft Xbox 360 Slim XBOX360 - Full re…,1
875,"Just catching up on Broadchurch. cheerup mightneverhappen gloomy bloodyhell 
",0
2761,"Why are you feeling downcast? Take the quiz: 
",1
2159,"Todays premiere is sold out! Pulitzer Prize winner Disgraced by Ayad Akhtar! 
",2
3716,"Flight to Sicily for International Computer Vision Summer School ICVSS 2015 
",2
327,"depressed depressionquotes death depression … 
",0
4407,"RT According to John 10:10, Jesus came so you could have life, and have it more abundantly! Devoted",2
2712,"BOO GameofThrones ExperienceTheRealm is SO disorganized! 
",0
4072,GrowingUpWithGlasses TeenWolf,2
591,"Some things make you speechless. This is one of them. ValentinesMagic speechless 1954 
",1
4516,ELATED my MichelleAlexandraPhotography testshoot from RosseveltIsland is out! plusmodel,2
2621,"Good News! The Depraved Heart has been delivered up for appropriate disposition. Get SISTRUMS out. Going for Music 
",2
602,"Startled starlings at Ballanette today 
",0
4504,RT Caught dancing to ShesKindaHot,2
2941,"Why do you get flustered so much? Take the quiz: 
",2
3288,"Got the kids loving the products today! Lol 
",2
1633,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Dancing ??? 
",2
1209,"RT Do you have compassion? compassion Compassionate animalsarecool animalsaregreat AnimalLiberation animal vegan 
",2
4671,He Drilled A Hole in a Tire When He Finished . . .I Was S...,1
913,"CBPT Lake Forest is comingsoon getready excited 
",2
506,"195 Petrified Wood Gemstone .925 Sterling Silver Overlay 2"" Pendant 
",2
4783,RT Happy birthday Wishing you all the best today! STRB,2
3894,"RT ?? ??? ????!!!?????? 
",0
482,"RT EXCLUSIVE: We've teamed up with Against The Current to premiere a NEW SONG titled Paralyzed! htt… 
",2
372,"RT 2 types of girls in philly????? 
",2
3259,"Really the love of my life ? ""@rtyourcrushx: Blake Lively 
",2
3338,"headpiece by J T Merry 
",2
689,"houseguest coming to stay so I thought I'd tidy. It's turned into a mass sorting session. 
",0
3738,"RT We’re thrilled you’re here for WPC15! Make the most of your experience: msPartner 
",2
4624,"JamieHood to jury: ""Y'all convicted me on false & misleading evidence. It ain't your fault."" fox5atl",0
4550,"RT I SWEAR BIGHIT LOCKED THE REAL YOONGI IN A CLOSET BC LOOK, THIS IS NOT THE REAL YOONGI. WHY IS HE BEING SO ENERGETIC h…
",2
3818,"RT When you hype it up more ?? 
",2
151,"?→ 5X10 Distressed Sentiment Quote Photo Frame Valentine Gift Shabby Chic Home Decor 
",2
4824,8527 Foot Massager Spa Bath Health Beauty Hydro Therapy Heated Pedicure Vibrate Lig,0
4581,Amazing day- amazing student nurses- love teaching! Enthusiastic- engaged- so proud! ???,2
985,"Genghis Khan ~ ily relatable king passionate yeet yas sogengrn 
",1
466,"RT Oren won best short film at hriff .so incredibly stoked .thrilled and overjoyed.love to all involved h… 
",2
2032,"Top chef even when I'm crippled, just need the assistance of a chair. ?? 
",2
4967,"Coach Signature Multi shoulder bag, medium, 12"", 3"", 8"", khaki and white",2
3058,"RT Most normal people are horrified by those who use dogs on foxes or other wildlife KeepTheBan h… 
",0
2337,"9 Awkward Tattoos on Boobs! 
",2
529,"Never Forget this! Hillary Has forgotten it! never once say SORRY no remorse! 
",0
